"curly","dot.location","eqeqeq","vars.on.top","no.unused.vars","no.use.before.define","id.length","semi","max.len","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","codePerLine","mixLOC.1","paremeter","Url","X1","X2","X3","X4"
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,19.8,0,0,"http://rosettacode.org//wiki/Loops/For",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,1,0,0,0,0,0,7,7,0,0,0,18.8571428571429,0,0,"http://rosettacode.org//wiki/Loops/For_with_a_specified_step",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,2,0,0,0,0,0,18,15,3,0,0,27.0555555555556,0,0,"http://rosettacode.org//wiki/Loops/For_with_a_specified_step",0.00533788903532135,0.923162231099193,0.0714262320213523,0
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,18.2,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,24,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,3,1,0,0,0,0,7,7,0,0,0,23.7142857142857,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,11.6666666666667,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.999883749689267,0,0
0,0,0,1,0,0,1,0,0,0,0,0,5,5,0,0,0,14.8,0,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,7,7,0,0,15,0,1,1,0,0,59,55,2,0,2,29.9661016949153,0,1,"http://rosettacode.org//wiki/Forest_fire",0,0.576664609873931,0.116706662968561,0.306715498063849
0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,19,0,0,"http://rosettacode.org//wiki/Formatted_numeric_output",0,0.999883749689267,0,0
4,0,1,0,1,0,0,0,1,0,0,0,15,14,0,0,1,28.2666666666667,0,0.5,"http://rosettacode.org//wiki/Four_bit_adder",0,0.857304058090813,0,0.142648379954762
7,0,5,2,1,0,17,0,0,1,0,0,74,59,8,0,7,27.1486486486486,0,2,"http://rosettacode.org//wiki/Four_bit_adder",0.0382755599561222,0,0.016618638897468,0.945557481861216
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,42,1,0,"http://rosettacode.org//wiki/Four_bit_adder",0.0381253106711783,0.961826568393292,0,0
0,0,0,0,0,0,2,0,0,0,0,2,11,10,1,0,0,24.8181818181818,0,0,"http://rosettacode.org//wiki/Four_bit_adder",0.000638465843860121,0.969017273202524,0.0302423164646989,0
0,0,0,4,1,0,0,0,0,0,0,0,25,23,0,0,2,28.32,0,4.5,"http://rosettacode.org//wiki/Fractal_tree",0,0.7150294996637,0,0.284992749557779
2,0,1,2,2,1,3,0,1,0,0,0,38,33,1,0,4,23.2105263157895,0,1,"http://rosettacode.org//wiki/Fractran",0.00320448727365716,0.44353877874585,0,0.553417940809864
0,0,0,0,1,0,3,0,0,0,0,0,5,5,0,0,0,15.6,0,2,"http://rosettacode.org//wiki/Function_composition",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,30,1,0,"http://rosettacode.org//wiki/Function_composition",0.0384007371463518,0.961551018674575,0,0
1,2,0,1,0,0,8,1,0,0,0,0,34,30,4,0,0,26.4117647058824,0,0,"http://rosettacode.org//wiki/Function_composition",0,0.862244043228567,0.137181916786268,0.000521786082192395
0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,0,14.3333333333333,0,2,"http://rosettacode.org//wiki/Function_definition",0,0.999883749689267,0,0
0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,0,16.6666666666667,0,0,"http://rosettacode.org//wiki/Function_definition",0,0.999883749689267,0,0
0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,0,19.6666666666667,0,0,"http://rosettacode.org//wiki/Function_definition",0,0.999883749689267,0,0
0,0,0,0,1,0,3,0,0,0,0,0,5,5,0,0,0,13.4,0,0,"http://rosettacode.org//wiki/Function_definition",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,1,0,1,0,0,0,0,0,8,7,1,0,0,13.125,0,0,"http://rosettacode.org//wiki/Function_definition",0.00257464398417855,0.977998390249544,0.0193234794044098,0
0,0,0,2,0,0,2,2,0,0,0,0,31,29,8,6,0,21.8064516129032,6,0,"http://rosettacode.org//wiki/Function_prototype",0.240819619464788,0.690391629370571,0.0570509101521775,0.0120689710146432
2,0,0,2,1,0,6,0,0,0,0,2,9,9,0,0,0,23.7777777777778,0,0,"http://rosettacode.org//wiki/User:DanBron/Game_of_Nim",0,0.983437819942522,0.0127717422443033,0.00368090867876581
2,0,0,0,1,0,2,6,0,0,0,2,8,8,0,0,0,20.625,0,1,"http://rosettacode.org//wiki/User:DanBron/Game_of_Nim",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,33,0,0,"http://rosettacode.org//wiki/User:DanBron/Game_of_Nim",0,0.999885053704143,0,0
0,0,0,3,1,0,6,0,1,0,0,0,16,16,0,0,0,34.5,0,1,"http://rosettacode.org//wiki/Gamma_function",0,0.955709617798045,0.0343067610118016,0.00988745716388154
14,0,3,31,0,2,25,53,2,2,0,0,114,108,15,9,0,29.4473684210526,9,2.66666666666667,"http://rosettacode.org//wiki/Gaussian_elimination",0.33179439151619,0.258881823833235,0.353046051375017,0.0569258712151495
0,0,0,0,1,0,8,0,0,0,0,0,9,9,0,0,0,29.3333333333333,0,2,"http://rosettacode.org//wiki/General_FizzBuzz",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,0,0,0,0,2,2,0,0,0,0,26,24,2,0,0,26.1538461538462,0,2,"http://rosettacode.org//wiki/General_FizzBuzz",0,0.905015658778381,0.0888207701515347,0.00609127140662496
0,0,0,0,0,0,2,0,0,0,0,0,11,11,0,0,0,29,0,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0.975515476472674,0.018924604749301,0.0054542082459412
0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,130,0,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0.999885053704143,0,0
0,0,0,0,0,0,2,0,0,0,0,0,16,16,0,0,0,25.0625,0,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0.955709617798045,0.0343067610118016,0.00988745716388154
0,0,0,0,0,0,0,1,2,0,0,0,4,4,0,0,0,59.25,0,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0.999883097681829,0,0
0,0,0,1,0,0,1,2,0,0,0,0,4,4,0,0,0,22.75,0,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0.999883097681829,0,0
0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,15.8,0,1,"http://rosettacode.org//wiki/Generic_swap",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,2,0,2,2,0,2,4,1,0,0,0,9,9,0,0,0,25.3333333333333,0,2,"http://rosettacode.org//wiki/Generic_swap",0,0.983437819942522,0.0127717422443033,0.00368090867876581
0,0,2,6,1,5,18,2,0,1,0,16,75,67,2,0,6,23.0133333333333,0,0,"http://rosettacode.org//wiki/Geometric_algebra",0.00967184277509979,0.112487432709152,0.0131603677880364,0.86500555870875
0,0,0,6,0,0,9,0,0,0,0,0,46,40,4,0,2,24.8913043478261,0,0,"http://rosettacode.org//wiki/Geometric_algebra",0.00688638584517241,0.61313761116055,0.0965492131473144,0.283504728799591
0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,29.5,0,0,"http://rosettacode.org//wiki/Reflection/Get_source",0.00581091089217243,0.994082959169979,0,0
1,0,0,2,1,0,4,0,0,0,0,0,13,13,0,0,0,22.1538461538462,0,1,"http://rosettacode.org//wiki/Sorting_algorithms/Gnome_sort",0,0.967593133002823,0.0250774672543008,0.00722750781311721
0,0,1,0,1,0,0,0,0,0,0,0,5,5,0,0,0,25.8,0,0,"http://rosettacode.org//wiki/User_input/Graphical",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,7,0,2,8,1,6,1,0,0,44,38,11,6,1,45.3409090909091,6,4,"http://rosettacode.org//wiki/Grayscale_image",0.253193994133066,0.516376945762353,0.0888185222569455,0.142041834902525
0,0,0,1,1,0,2,0,0,1,0,0,19,19,0,0,0,15.3157894736842,0,2,"http://rosettacode.org//wiki/Greatest_common_divisor",0,0.94382610259327,0.0435360547693003,0.0125474065146452
0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,0,0,24,0,2,"http://rosettacode.org//wiki/Greatest_common_divisor",0,0.999883749689267,0,0
0,0,0,0,0,0,4,0,0,0,0,0,15,14,2,1,0,19.9333333333333,1,1,"http://rosettacode.org//wiki/Greatest_common_divisor",0.0395100564014731,0.92201844725067,0.035602575904329,0.00283785936860304
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,43,1,0,"http://rosettacode.org//wiki/Greatest_element_of_a_list",0.0381253106711783,0.961826568393292,0,0
0,0,0,2,0,0,20,3,0,1,0,0,81,69,6,0,6,24.8024691358025,0,0,"http://rosettacode.org//wiki/Greatest_element_of_a_list",0.0233649305468827,0.058721530270071,0.0713365526783371,0.846945492414028
0,0,0,0,0,0,0,1,0,0,0,0,17,17,0,0,0,16.2352941176471,0,0,"http://rosettacode.org//wiki/Greatest_element_of_a_list",0,0.951748446063121,0.0373831922643005,0.0107741069474692
0,0,0,5,1,1,3,0,0,1,0,0,23,22,0,0,1,26.5652173913043,0,1,"http://rosettacode.org//wiki/Greatest_subsequential_sum",0,0.829165224827606,0.0190236105215707,0.151776397548409
0,0,1,0,0,0,0,0,0,0,0,0,10,9,1,0,0,31.1,0,0,"http://rosettacode.org//wiki/Guess_the_number",0.00128385855729989,0.972010978884865,0.0266027041112675,0
0,0,0,0,0,0,0,1,0,0,0,0,6,6,1,1,0,25.1666666666667,1,0,"http://rosettacode.org//wiki/HTTP",0.039502443047046,0.960448819799706,0,0
0,0,1,0,0,0,0,3,1,0,0,0,12,12,2,2,0,30.9166666666667,2,0,"http://rosettacode.org//wiki/HTTPS",0.0783343266903234,0.907724228784684,0.00738556462976071,0.00658021470366641
0,0,0,3,0,0,4,0,0,0,0,0,23,21,2,0,0,27.0869565217391,0,1,"http://rosettacode.org//wiki/Hailstone_sequence",0,0.916899173983156,0.079591476394036,0.00343132205586126
0,0,0,1,0,0,1,1,0,0,0,0,16,14,2,0,0,21.25,0,0,"http://rosettacode.org//wiki/Hailstone_sequence",0.0020200883694313,0.941599193627347,0.0562936927731714,0
2,0,0,1,0,0,14,3,0,0,0,0,47,40,7,0,0,26,0,0,"http://rosettacode.org//wiki/Hailstone_sequence",0.00505584471665078,0.786546561657423,0.20838824843611,0
2,0,0,0,1,0,15,2,0,0,0,0,42,37,5,0,0,25.3095238095238,0,0,"http://rosettacode.org//wiki/Hailstone_sequence",0,0.825013548513959,0.173668215113634,0.00128364255432812
0,0,0,0,0,0,0,1,0,0,0,0,13,13,3,3,0,13.5384615384615,3,0,"http://rosettacode.org//wiki/Hailstone_sequence",0.11906466209955,0.870953662903071,0.00226590790563499,0.00780862555741355
0,0,0,1,0,0,1,7,0,0,0,0,14,14,0,0,0,20.8571428571429,0,0,"http://rosettacode.org//wiki/Handle_a_signal",0,0.963631961267899,0.0281538985067997,0.00811415759670491
1,0,2,2,0,0,1,0,0,1,0,0,23,23,0,0,0,21,0,1,"http://rosettacode.org//wiki/Happy_numbers",0,0.927981415653573,0.0558417797792957,0.016094005648996
1,0,0,5,0,0,5,0,0,0,0,0,20,20,0,0,0,19.95,0,1,"http://rosettacode.org//wiki/Harshad_or_Niven_series",0,0.939864930858346,0.0466124860217992,0.0134340562982329
0,0,0,1,0,0,1,0,0,0,0,0,6,6,0,0,0,23.5,0,0,"http://rosettacode.org//wiki/Hash_from_two_arrays",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,21,0,2,"http://rosettacode.org//wiki/Hash_from_two_arrays",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,1,0,0,0,0,0,0,0,6,6,0,0,0,24.8333333333333,0,2,"http://rosettacode.org//wiki/Hash_from_two_arrays",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,0,0,0,3,0,1,0,0,0,16,16,1,1,0,34.875,1,0,"http://rosettacode.org//wiki/Haversine_formula",0.0345695776359577,0.926425051054581,0.0296118380096226,0.00935394803464776
3,0,1,0,0,3,4,1,0,0,0,0,44,41,0,0,3,22.2272727272727,0,2,"http://rosettacode.org//wiki/Sorting_algorithms/Heapsort",0,0.548348236742255,0.00999232830860468,0.441760826802579
7,0,5,6,0,6,14,1,6,1,0,0,56,52,0,0,4,38.9821428571429,0,0,"http://rosettacode.org//wiki/Heronian_triangles",0,0.401997985097194,0.0100913340808692,0.588083016105045
1,0,0,1,0,0,23,3,1,0,0,0,76,74,6,4,0,38.5,4,0,"http://rosettacode.org//wiki/Heronian_triangles",0.130835460382025,0.594077171183657,0.22809242016436,0.047232304643599
0,0,0,1,1,0,0,0,0,0,0,0,11,10,0,0,1,14.2727272727273,0,0.5,"http://rosettacode.org//wiki/Higher-order_functions",0,0.865329627020408,0,0.134620634383611
0,0,0,2,1,0,5,2,1,0,0,0,22,22,0,0,0,29.6818181818182,0,0,"http://rosettacode.org//wiki/Hofstadter-Conway_$10000_sequence",0,0.931942587388497,0.0527653485267969,0.0152073558654083
0,0,0,5,0,0,16,2,0,0,0,0,43,43,0,0,0,22.0697674418605,0,0,"http://rosettacode.org//wiki/Hofstadter_Figure-Figure_sequences",0,0.848757980955071,0.117370404829288,0.0338270013207543
0,0,0,1,0,0,3,0,0,0,0,0,16,16,0,0,0,26.3125,0,0,"http://rosettacode.org//wiki/Hofstadter_Q_sequence",0,0.955709617798045,0.0343067610118016,0.00988745716388154
0,0,0,0,0,0,1,1,0,0,0,0,6,6,1,1,0,29,1,2,"http://rosettacode.org/wiki/Horner%27s_rule_for_polynomial_evaluation",0.039502443047046,0.960448819799706,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,36.6666666666667,0,0,"http://rosettacode.org//wiki/Hostname",0,0.999883749689267,0,0
5,0,0,13,0,0,3,6,0,2,0,0,57,57,0,0,0,27.4210526315789,0,1,"http://rosettacode.org//wiki/Huffman_coding",0,0.793301576666125,0.160440442364278,0.0462400982909839
0,0,1,3,0,0,3,0,0,0,0,0,9,9,0,0,0,27,0,0,"http://rosettacode.org//wiki/Huffman_coding",0,0.983437819942522,0.0127717422443033,0.00368090867876581
4,0,2,3,0,0,4,14,1,0,0,0,82,81,5,5,1,18.4024390243902,5,1,"http://rosettacode.org//wiki/IBAN",0.167127252109315,0.45230627410385,0.180309482766552,0.200608447835156
0,0,0,0,1,0,6,1,0,0,0,0,7,7,0,0,0,24.5714285714286,0,1,"http://rosettacode.org//wiki/Identity_matrix",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,3,1,0,6,0,0,1,0,3,60,56,11,7,0,35.4,7,3,"http://rosettacode.org//wiki/Image_convolution",0.27322443053421,0.536389394210831,0.16655242915189,0.0242780696446736
0,0,0,1,2,0,3,0,0,0,0,0,7,7,0,0,0,18.2857142857143,0,3,"http://rosettacode.org//wiki/Runtime_evaluation/In_an_environment",0,0.99136016341237,0.00661887973930559,0.00190760911159041
0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,59,1,0,"http://rosettacode.org//wiki/Runtime_evaluation/In_an_environment",0.0381253106711783,0.961826568393292,0,0
0,0,0,0,0,0,3,0,0,0,0,0,5,4,2,1,0,36,1,0,"http://rosettacode.org//wiki/Include_a_file",0.0458224853383001,0.954139875312069,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,44,1,0,"http://rosettacode.org//wiki/Include_a_file",0.0381253106711783,0.961826568393292,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,47,1,0,"http://rosettacode.org//wiki/Include_a_file",0.0381253106711783,0.961826568393292,0,0
0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,21,0,0,"http://rosettacode.org//wiki/Include_a_file",0,0.999885053704143,0,0
0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,23.5,0,0,"http://rosettacode.org//wiki/Increment_a_numerical_string",0,0.999884401696705,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,29,0,0,"http://rosettacode.org//wiki/Loops/Infinite",0,0.999885053704143,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,33,0,0,"http://rosettacode.org//wiki/Loops/Infinite",0,0.999885053704143,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8,0,0,"http://rosettacode.org//wiki/Infinity",0,0.999885053704143,0,0
0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,24,0,0,"http://rosettacode.org//wiki/Infinity",0,0.999884401696705,0,0
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,11,0,0,"http://rosettacode.org//wiki/Infinity",0,0.999885053704143,0,0
0,0,0,2,0,0,1,0,0,0,0,0,22,22,1,1,0,39.1818181818182,1,0,"http://rosettacode.org//wiki/XML/Input",0.0309282812617905,0.90474135872052,0.050139777996508,0.0141565210563224
0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,40.4117647058824,0,0,"http://rosettacode.org//wiki/XML/Input",0,0.951748446063121,0.0373831922643005,0.0107741069474692
0,0,0,1,0,0,1,0,0,0,0,0,7,6,1,0,0,26,0,0,"http://rosettacode.org//wiki/Input_loop",0.00322003669761832,0.980992095931886,0.0156838670509784,0
1,0,0,4,0,0,5,0,0,0,0,0,12,12,0,0,0,25.25,0,1,"http://rosettacode.org//wiki/Sorting_algorithms/Insertion_sort",0,0.971554304737747,0.022001036001802,0.00634085802952952
1,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,0,20.3333333333333,0,0,"http://rosettacode.org//wiki/Literals/Integer",0,0.999883749689267,0,0
3,0,1,0,1,0,4,0,2,0,0,0,25,20,5,0,0,35.96,0,2,"http://rosettacode.org//wiki/Integer_comparison",0.0100373122267817,0.877307188995858,0.112610147578011,0
1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,17.3333333333333,0,0,"http://rosettacode.org//wiki/Integer_sequence",0,0.999883749689267,0,0
0,0,0,2,0,0,0,0,2,0,0,0,16,13,6,3,0,37.9375,3,0,"http://rosettacode.org//wiki/Associative_array/Iteration",0.130578556062062,0.830674705917591,0.0388742186113272,0
0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,26.1666666666667,0,0,"http://rosettacode.org//wiki/JSON",0,0.995321335147297,0.00354244848680462,0.0010209593280021
1,0,0,0,0,0,3,1,0,0,0,0,14,13,0,0,1,15.3571428571429,0,4,"http://rosettacode.org/wiki/Jensen%27s_Device",0,0.859310450323212,0,0.140641443561975
1,0,0,1,1,0,3,1,0,0,0,0,12,10,2,0,0,27.5,0,0,"http://rosettacode.org//wiki/JortSort",0.00460165922318994,0.953574016356712,0.0417352433594484,0
0,0,0,3,1,0,3,1,0,0,0,0,29,29,0,0,0,26.7931034482759,0,0,"http://rosettacode.org//wiki/Josephus_problem",0,0.904214385244023,0.0743003672942931,0.0214139043505234
2,0,0,2,1,0,5,5,2,0,0,1,7,7,0,0,0,53,0,3,"http://rosettacode.org//wiki/Josephus_problem",0,0.99136016341237,0.00661887973930559,0.00190760911159041
3,0,2,4,1,0,6,8,0,0,0,0,12,12,0,0,0,27.3333333333333,0,2,"http://rosettacode.org//wiki/Kaprekar_numbers",0,0.971554304737747,0.022001036001802,0.00634085802952952
3,0,2,1,1,0,4,7,0,0,0,0,11,11,0,0,0,24.0909090909091,0,2,"http://rosettacode.org//wiki/Kaprekar_numbers",0,0.975515476472674,0.018924604749301,0.0054542082459412
0,0,0,0,0,0,0,1,0,0,0,0,6,6,0,0,0,21,0,0,"http://rosettacode.org//wiki/Keyboard_macros",0,0.995321335147297,0.00354244848680462,0.0010209593280021
0,0,0,3,0,0,2,0,1,0,0,0,24,24,2,2,0,23.4583333333333,2,1,"http://rosettacode.org//wiki/Knuth_shuffle",0.0710517339419899,0.864356844116567,0.0484414446035267,0.0161853607470145
0,0,0,0,0,0,6,0,0,2,0,0,73,64,10,1,0,33.1506849315069,1,0,"http://rosettacode.org//wiki/LZW_compression",0.0389796264097574,0.648245001144707,0.309335818917718,0.00353745327866577
0,0,0,8,1,0,39,0,3,2,0,0,94,79,14,0,1,27.2553191489362,0,2,"http://rosettacode.org/wiki/Langton%27s_ant",0.0138289131805328,0.462434239864499,0.395839120178648,0.128054446187115
0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,14.6,0,0,"http://rosettacode.org/wiki/Langton%27s_ant",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,0,0,0,12,0,0,0,0,0,17,17,0,0,0,14.4705882352941,0,0,"http://rosettacode.org/wiki/Langton%27s_ant",0,0.951748446063121,0.0373831922643005,0.0107741069474692
0,1,0,0,0,0,4,0,0,0,0,0,22,21,1,0,0,27,0,0,"http://rosettacode.org//wiki/Largest_int_from_concatenated_ints",0,0.92640146655329,0.0646401968341659,0.00887601406884065
0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,35,0,0,"http://rosettacode.org//wiki/Leap_year",0,0.999883749689267,0,0
0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,0,0,33.25,0,0,"http://rosettacode.org//wiki/Leap_year",0.0051562148379363,0.989973212978905,0.0047650299906918,0
0,0,0,2,1,0,6,0,0,0,0,0,17,14,4,1,0,22.8235294117647,1,1,"http://rosettacode.org//wiki/Least_common_multiple",0.0472999089487146,0.893330957932772,0.0593623567668685,0
0,0,0,0,0,0,3,0,0,0,0,0,27,27,0,0,0,42.2222222222222,0,0,"http://rosettacode.org//wiki/Letter_frequency",0,0.912136728713871,0.0681475047892954,0.019640604783348
0,0,0,0,0,0,0,1,0,0,0,0,42,42,0,0,0,12.9285714285714,0,0,"http://rosettacode.org//wiki/Letter_frequency",0,0.852719152689998,0.114293973576787,0.032940351537166
0,0,0,0,0,0,13,0,2,1,0,0,44,43,1,0,0,21.7045454545455,0,2,"http://rosettacode.org//wiki/Levenshtein_distance",0,0.83925568838494,0.132321684389156,0.0283823093077743
0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,28.3333333333333,0,0,"http://rosettacode.org//wiki/Hello_world/Line_printer",0.00847401550382635,0.971536250450751,0.0198975692388727,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,29.5,1,0,"http://rosettacode.org//wiki/Hello_world/Line_printer",0.0384007371463518,0.961551018674575,0,0
0,1,0,0,0,6,10,2,0,0,0,0,26,20,9,3,0,31.1923076923077,3,0,"http://rosettacode.org//wiki/List_comprehensions",0.137950387205973,0.763388995603763,0.0988302857695954,0
0,0,0,0,0,0,3,5,0,0,0,0,22,22,1,1,0,22.2272727272727,1,0,"http://rosettacode.org//wiki/Monads/List_monad",0.0309282812617905,0.90474135872052,0.050139777996508,0.0141565210563224
0,1,0,0,0,7,10,2,6,0,0,0,37,21,16,0,0,42.6216216216216,0,0,"http://rosettacode.org//wiki/Monads/List_monad",0.0529870466859624,0.704437658009548,0.24267195577373,0
0,0,0,1,0,0,1,0,0,0,0,0,43,38,5,0,0,22.2558139534884,0,1,"http://rosettacode.org//wiki/Reflection/List_properties",0,0.821052376779032,0.176744646366135,0.00217029233791643
0,0,0,0,1,0,2,0,0,0,0,0,5,5,0,0,0,23.6,0,2,"http://rosettacode.org//wiki/Logical_operations",0,0.999282506882221,0.000466017234305766,0.0001343095444144
0,0,0,3,0,0,0,1,3,1,0,0,17,17,2,2,0,50.1764705882353,2,2,"http://rosettacode.org//wiki/Long_multiplication",0.0752999130451848,0.889654485172971,0.0244921812854946,0.0105823588883943
1,8,0,1,0,5,11,3,1,0,0,0,78,68,10,0,0,32.474358974359,0,0,"http://rosettacode.org//wiki/Long_multiplication",0,0.654705761880613,0.343793981740469,0.00154632578065573
1,0,1,0,0,3,7,0,0,0,0,0,51,45,5,0,1,29.7647058823529,0,0,"http://rosettacode.org//wiki/Longest_common_prefix",0.000922506200343211,0.690019007661566,0.164013665906617,0.145076944660337
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,42,0,0,"http://rosettacode.org//wiki/Longest_common_prefix",0,0.999885053704143,0,0
1,1,0,0,1,0,8,1,0,0,0,0,20,18,2,0,0,32.05,0,0,"http://rosettacode.org//wiki/Longest_common_prefix",0,0.928782689187931,0.0703621826365373,0.00077137270509755
0,0,0,2,1,0,12,0,0,0,0,0,13,13,0,0,0,31.3076923076923,0,2,"http://rosettacode.org//wiki/Longest_common_subsequence",0,0.967593133002823,0.0250774672543008,0.00722750781311721
1,0,1,0,1,0,8,0,0,1,0,0,46,42,4,0,0,23.9130434782609,0,2,"http://rosettacode.org//wiki/Longest_common_subsequence",0,0.814709982409464,0.174099091816265,0.0111615834852478
0,0,0,0,0,0,1,0,0,0,0,0,23,23,0,0,0,23.3913043478261,0,0,"http://rosettacode.org//wiki/Longest_common_subsequence",0,0.927981415653573,0.0558417797792957,0.016094005648996
0,0,0,0,1,4,10,0,0,1,0,0,40,39,0,0,1,21.025,0,2,"http://rosettacode.org//wiki/Longest_common_subsequence",0,0.761825305333885,0.0713229418140597,0.166849443869402
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,61,1,0,"http://rosettacode.org//wiki/Longest_common_subsequence",0.0381253106711783,0.961826568393292,0,0
4,0,2,9,0,0,6,0,1,1,0,0,37,35,0,0,2,31.4054054054054,0,1.5,"http://rosettacode.org//wiki/Longest_increasing_subsequence",0,0.674892629712696,0.0252754787988338,0.299871886418051
0,0,0,2,0,0,1,2,0,0,0,0,10,10,0,0,0,21.3,0,1,"http://rosettacode.org//wiki/Look-and-say_sequence",0,0.979476648207598,0.0158481734968022,0.00456755846235351
0,0,0,1,0,0,1,0,0,0,0,0,22,22,0,0,0,24,0,1,"http://rosettacode.org//wiki/Look-and-say_sequence",0,0.931942587388497,0.0527653485267969,0.0152073558654083
0,0,0,0,1,0,4,0,0,0,0,0,8,8,0,0,0,20.5,0,0,"http://rosettacode.org//wiki/Loop_over_multiple_arrays_simultaneously",0,0.987398991677446,0.00969531099180445,0.00279425889517811
0,0,0,0,0,0,2,0,0,0,0,0,16,14,2,0,0,20.375,0,0,"http://rosettacode.org//wiki/Loop_over_multiple_arrays_simultaneously",0.0020200883694313,0.941599193627347,0.0562936927731714,0
0,0,0,0,0,0,2,0,0,0,0,0,15,15,1,1,0,22.1333333333333,1,0,"http://rosettacode.org//wiki/Loop_over_multiple_arrays_simultaneously",0.0351764603649854,0.930038999776924,0.0261905146784759,0.00855351919770217
0,0,0,0,0,0,7,1,0,0,0,0,13,10,2,0,1,36.5384615384615,0,0,"http://rosettacode.org//wiki/Loop_over_multiple_arrays_simultaneously",0.0109832617939396,0.851410716689385,0.00576719564544755,0.131807628343694
0,2,0,0,0,0,3,0,0,0,0,0,26,22,4,0,0,24.4230769230769,0,0,"http://rosettacode.org//wiki/Loop_over_multiple_arrays_simultaneously",0.00478333342057454,0.886763034476997,0.108396445390111,0
