"no.cond.assign","no.constant.condition","no.empty","no.irregular.whitespace","complexity","curly","dot.location","eqeqeq","vars.on.top","no.undef","no.unused.vars","no.use.before.define","id.length","semi","max.depth","max.len","max.params","max.statements","max.statements.per.line","no.bitwise","LOC","SLOC","comment","mixLOC","emptyLine","mixLOC.1","codePerLine","paremeter","Url","X1","X2","X3","X4","X5"
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,17,0,"http://rosettacode.org//wiki/Loops/Downward_for",0,0,0,0.999412568692266,0
0,0,0,0,0,0,0,0,4,3,1,0,8,0,0,13,1,1,0,0,78,49,32,3,0,3,37.11538462,0,"http://rosettacode.org//wiki/Dragon_curve",0,0.769900361340823,0,0.228347396899276,0
0,0,0,0,0,1,0,1,3,4,1,3,15,0,0,4,1,3,0,0,47,44,0,0,3,0,28.85106383,2,"http://rosettacode.org//wiki/Draw_a_clock",0.0320361507864179,0.896982280775295,0.031565587855999,0.0338853591355855,0.0034677557295626
0,0,0,0,1,2,0,0,0,1,4,0,11,0,2,7,0,2,0,2,44,41,3,3,3,3,33.68181818,2,"http://rosettacode.org//wiki/Draw_a_sphere",0.214381360525534,0.519688379747621,0,0.24926307126,0.0144828925322048
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,25.33333333,0,"http://rosettacode.org//wiki/Dynamic_variable_names",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,1,3,2,0,0,1,0,0,1,0,1,0,0,17,17,0,0,0,0,30.47058824,0,"http://rosettacode.org//wiki/Echo_server",0.0715476816028453,0.0308828579631886,0,0.891399409207346,0.00525896556120665
0,0,0,0,0,4,0,2,3,0,1,0,1,2,0,1,0,1,0,0,28,27,1,0,0,0,27.32142857,1.5,"http://rosettacode.org//wiki/Singly-linked_list/Element_definition",0.190519493500258,0.0526980601175865,0,0.755353967324222,0
0,0,0,0,0,2,0,2,1,3,0,0,0,2,0,2,0,0,0,0,11,11,0,0,0,0,42.18181818,0,"http://rosettacode.org//wiki/Singly-linked_list/Element_insertion",0.118343907861633,0,0,0.880601018972416,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,16,0,"http://rosettacode.org//wiki/Empty_string",0,0.087874956365458,0,0.911406685723566,0
0,0,0,0,0,0,0,2,0,5,0,0,2,5,0,0,0,0,0,0,5,5,0,0,0,0,9,0,"http://rosettacode.org//wiki/Empty_string",0.0879990331272364,0,0,0.911065492887111,0
0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,17,17,1,1,0,1,29.17647059,0,"http://rosettacode.org//wiki/Roman_numerals/Encode",0.0327623715239636,0.0591610077601997,0.00604284013003828,0.898723114648272,0.00250221832496288
0,0,0,0,0,2,0,0,0,4,0,0,9,0,0,2,0,0,0,0,33,30,3,0,0,0,29.3030303,1,"http://rosettacode.org//wiki/Entropy",0.0923207924078677,0,0.0124998708630355,0.894218020042822,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,46.33333333,0,"http://rosettacode.org//wiki/Environment_variables",0,0,0,0.999412568692266,0
0,0,0,0,0,3,0,0,0,1,0,0,7,5,0,2,0,0,0,0,22,21,7,6,0,6,23.90909091,1,"http://rosettacode.org//wiki/Equilibrium_index",0.122999678233314,0,0.0105978411066026,0.865325200699643,0
0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,2,0,1,0,2,11,11,4,4,0,4,31.81818182,2,"http://rosettacode.org//wiki/Ethiopian_multiplication",0.152528826295075,0.0218995567031103,0,0.824337306737972,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,24,0,"http://rosettacode.org//wiki/Ethiopian_multiplication",0,0,0,0.999411981919485,0
0,0,0,0,1,0,0,1,7,1,0,0,0,0,2,3,0,1,0,0,29,29,0,0,0,0,36.55172414,0,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.232066578429056,0,0,0.732104431928479,0.0344270535283561
0,0,0,0,0,5,0,0,7,1,0,1,9,9,3,2,0,0,0,0,25,24,0,0,1,0,27.12,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.353556068889289,0,0.0114956026140025,0.606320193009245,0.0267332314627383
0,0,0,0,0,8,0,1,6,1,0,1,11,9,4,2,0,0,0,0,25,24,2,2,1,2,34.52,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.468693993903754,0,0.00384478991797647,0.496652502479455,0.028469569454232
0,0,0,0,0,6,0,0,6,1,0,1,8,9,2,2,0,0,0,0,22,21,0,0,1,0,31.13636364,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.336625754419712,0,0.0136826102336511,0.635729770305062,0.0120858887468967
0,0,0,0,0,5,0,0,9,1,0,1,9,16,0,2,0,0,0,0,38,37,0,0,1,0,24.13157895,1,"http://rosettacode.org/wiki/Euler%27s_sum_of_powers_conjecture",0.334700540754919,0,0.0242977991241344,0.639088359971905,0
0,0,0,0,0,0,0,0,1,3,0,0,6,1,0,2,1,1,0,0,25,16,8,0,1,0,29.28,3.5,"http://rosettacode.org//wiki/Euler_method",0,0.502902658737856,0,0.495768415928424,0
0,0,0,0,0,2,0,0,2,1,0,0,4,0,0,0,0,0,0,0,7,7,0,0,0,0,24.71428571,2,"http://rosettacode.org//wiki/Evaluate_binomial_coefficients",0.0694800816906747,0,0.00211115909446273,0.927542328932647,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,3,0,0,0,0,15.33333333,1,"http://rosettacode.org//wiki/Even_or_odd",0,0.0814052749371498,0,0.917885795505515,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,7,6,1,0,0,0,14.14285714,1,"http://rosettacode.org//wiki/Even_or_odd",0,0.087874956365458,0,0.911406685723566,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,10,8,2,0,0,0,24.3,0,"http://rosettacode.org//wiki/Events",0.00189014402522298,0,0,0.997511853773273,0
0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,10,8,2,0,0,0,32.4,0,"http://rosettacode.org//wiki/Events",0,0.100739578738917,0,0.898518152694688,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,20.33333333,0,"http://rosettacode.org//wiki/Exceptions",0,0.0749361316901366,0,0.924368231396987,0
0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,6,0,1,0,0,28,28,0,0,0,0,37.10714286,1,"http://rosettacode.org/wiki/Execute_HQ9%2B",0.0777527159675896,0.330412721110356,0,0.590433460507544,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,39.5,0,"http://rosettacode.org//wiki/Execute_a_system_command",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,27.1,0,"http://rosettacode.org//wiki/Execute_a_system_command",0.0117010206299399,0,0,0.987663130509383,0
0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,12,12,0,0,0,0,20.25,2,"http://rosettacode.org//wiki/Exponentiation_operator",0.0717544160153665,0.0991127489849134,0,0.828106525329677,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,13,11,2,0,0,0,20.07692308,1,"http://rosettacode.org//wiki/Factorial",0,0.151397881118965,0,0.8456701471259,0.0021176389101038
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,7,0,0,1,0,20.75,0,"http://rosettacode.org//wiki/Factorial",0.000349746849978425,0,0.00524649912623113,0.993809397822245,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,16,0,"http://rosettacode.org//wiki/Factorial",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,16,0,"http://rosettacode.org//wiki/Factorial",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,7,2,2,2,2,7,17,0,3,0,3,0,0,41,38,1,1,3,1,23.63414634,1.5,"http://rosettacode.org//wiki/Factors_of_a_Mersenne_number",0.361230687181949,0.250469366130639,0.0188344000485325,0.367047818763299,0
0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,18,18,4,4,0,4,24.77777778,1,"http://rosettacode.org//wiki/Factors_of_an_integer",0.0615516531613932,0.0134056253498497,0.00613353122253438,0.918049395088818,0
0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,17,14,4,2,1,2,23.94117647,1.666666667,"http://rosettacode.org//wiki/Factors_of_an_integer",0.0321506057710656,0.0258352789370447,0.0154173975658207,0.925833696216267,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,12,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,1,0,1,18,1,0,9,0,1,0,1,50,43,6,0,1,0,38.74,0,"http://rosettacode.org//wiki/Factors_of_an_integer",0.110138489445215,0.186125175031406,0.0548062629031327,0.647605745160524,0
0,0,0,0,1,5,0,0,10,6,1,1,9,1,0,0,0,2,0,0,55,43,11,0,1,0,27.90909091,1,"http://rosettacode.org//wiki/Fast_Fourier_transform",0.33455535705143,0.201046542254227,0,0.456471061895078,0.00571568208565266
0,0,0,0,0,3,0,0,0,3,0,0,1,5,0,5,0,0,0,0,44,34,10,0,0,0,32.31818182,2,"http://rosettacode.org//wiki/Fast_Fourier_transform",0.124050733674831,0,0.00208130817722434,0.87278790758089,0
0,0,0,0,0,3,0,0,4,2,0,4,4,0,0,3,0,1,0,0,25,22,0,0,3,0,25,1.75,"http://rosettacode.org//wiki/Fibonacci_n-step_number_sequences",0.125263086905682,0.167364783964126,0.0719766428814945,0.634059005458536,0
0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,5,5,0,0,0,0,24.8,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.112104985702857,0,0.887135212678578,0
0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,12,12,0,0,0,0,14.41666667,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0.00247829247429835,0.159541246669021,0,0.836062019223339,0.00107561486028279
0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,8,8,0,0,0,0,32,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0.122262479708483,0,0,0.876665847151883,0
0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,15,14,0,0,1,0,22.26666667,0,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0,0.0352121743659509,0.9642018807861,0
0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,17,17,0,0,0,0,20.11764706,1,"http://rosettacode.org//wiki/Fibonacci_sequence",0,0.0986025907983186,0,0.900660480455281,0
0,0,0,0,2,4,0,0,17,3,0,0,26,0,0,0,0,3,0,0,96,89,8,1,0,1,24.9375,1,"http://rosettacode.org//wiki/Fibonacci_word",0.496776487437325,0.220832106311289,0.00888448496841035,0.248903912992727,0.0217529318697213
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,40.66666667,0,"http://rosettacode.org//wiki/File_modification_time",0,0.081930016598257,0,0.917361256674506,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,52,0,"http://rosettacode.org//wiki/File_modification_time",0,0.0867518089226767,0,0.912532102139647,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,40.33333333,0,"http://rosettacode.org//wiki/File_size",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,1,0,0,0,0,16,14,1,1,2,1,23.75,1,"http://rosettacode.org//wiki/File_size",0.00965716787699823,0.0528533455452049,0.0318172403404031,0.904967397972079,0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,21.5,0,"http://rosettacode.org//wiki/Filter",0.011070614696873,0.0754788196321798,0,0.912702560309869,0
0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,28.2,0,"http://rosettacode.org//wiki/Filter",0.0650242395344411,0,0,0.934130838562503,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,49,0,"http://rosettacode.org//wiki/Filter",0,0,0,0.999411981919485,0
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9,9,0,0,0,0,24.44444444,1,"http://rosettacode.org//wiki/Find_limit_of_recursion",0.00629057210292034,0,0,0.992646912770295,0.00044714147488429
0,0,0,0,0,1,0,3,1,1,0,0,0,6,0,4,0,1,0,0,10,10,0,0,0,0,45.7,1,"http://rosettacode.org//wiki/Find_the_last_Sunday_of_each_month",0.17320157687718,0,0,0.825515000143249,0
0,0,0,0,1,6,0,2,1,28,0,0,10,2,1,7,0,0,0,0,22,22,2,2,0,2,46.36363636,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0.462693629290512,0,0,0.534888619678716,0
0,0,0,0,0,0,0,0,1,0,0,3,4,1,0,5,0,1,0,0,38,31,7,0,0,0,30.26315789,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0.0332612361386945,0.188283318003305,0.0630433566666497,0.71414796432586,0.000257357461116669
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,8,0,"http://rosettacode.org//wiki/Find_the_missing_permutation",0,0,0,0.999413012674469,0
0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,0,19,19,1,1,0,1,24.21052632,0,"http://rosettacode.org//wiki/Rosetta_Code/Find_unimplemented_tasks",0.0300921380553045,0.0364825426190982,0.00225902333247274,0.92892013582995,0.00148041347825825
0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,20,16,4,0,0,0,24.1,0,"http://rosettacode.org//wiki/First-class_functions",0.0232153688862977,0.00524617479139104,0.00903527839427018,0.960839470323831,0.000972087226032369
0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,4,0,2,0,0,41,36,2,0,3,0,28.7804878,1.25,"http://rosettacode.org//wiki/Five_weekends",0.0768220012190017,0.0874648840701919,0.00267518203655763,0.830783615778329,0.00122092266651609
0,0,0,0,0,0,0,1,2,3,0,0,2,0,2,3,0,0,0,0,50,46,4,0,0,0,28.08,0,"http://rosettacode.org//wiki/Five_weekends",0.118084161739133,0,0,0.859355432428801,0.0215748460362602
0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,13,13,1,1,0,1,23.53846154,0,"http://rosettacode.org//wiki/FizzBuzz",0.0549535748942987,0.165425374198496,0,0.776449378760186,0.00211909395778885
0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,7,7,0,0,0,0,25,0,"http://rosettacode.org//wiki/FizzBuzz",0.0554726216687644,0,0,0.943717914834076,0
0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,100,0,"http://rosettacode.org//wiki/FizzBuzz",0.0469327403813375,0,0,0.952294552554352,0
0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,11,11,0,0,0,0,19.81818182,0,"http://rosettacode.org//wiki/FizzBuzz",0.012109978810833,0,0.00409983041339278,0.983152063842054,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,5,0,0,0,0,30.6,1,"http://rosettacode.org//wiki/Flatten_a_list",0,0.0862273363522156,0,0.913058304025419,0
0,0,0,0,1,2,0,11,11,5,1,0,7,0,0,7,0,2,0,2,99,89,5,0,5,0,29.28282828,1.5,"http://rosettacode.org//wiki/Flipping_bits_game",0.598777544662917,0.0586538921696985,0,0.336494841382802,0.0030065004074737
0,0,0,0,0,0,0,0,0,1,0,4,8,4,0,7,0,0,0,0,69,53,17,1,0,1,29.28985507,1.4,"http://rosettacode.org/wiki/Floyd%27s_triangle",0.0536719174470141,0.175218355339699,0.0884964182461856,0.681548633731928,0
0,0,0,0,0,2,0,1,0,36,0,0,0,1,1,1,0,0,0,0,18,18,0,0,0,0,25.5,0,"http://rosettacode.org//wiki/Floyd-Warshall_algorithm",0.229261476925474,0,0,0.76925881549759,0
0,0,0,0,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,18.28571429,0,"http://rosettacode.org//wiki/Loops/For",0.0307607742552496,0,0,0.968528018629164,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,12,12,0,0,0,0,15.66666667,0,"http://rosettacode.org//wiki/Loops/For",0.00189014402522298,0,0,0.997511853773273,0
0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,18.42857143,0,"http://rosettacode.org//wiki/Loops/For",0.00218849744817908,0,0.00202250401040115,0.995188766565657,0
0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,19.8,0,"http://rosettacode.org//wiki/Loops/For",0,0,0,0.999409824992345,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,7,0,0,0,0,18.85714286,0,"http://rosettacode.org//wiki/Loops/For_with_a_specified_step",0,0,0.000382713300811069,0.999028247650867,0
0,0,0,0,1,0,0,0,0,9,0,0,2,0,0,0,0,1,0,0,18,15,3,0,0,0,27.05555556,0,"http://rosettacode.org//wiki/Loops/For_with_a_specified_step",0.106820284947514,0.0250417007800666,0,0.864029885988819,0.00306258571390958
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,18.2,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0,0.000382713300811069,0.999028247650867,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,24,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0,0.000382713300811069,0.999028247650867,0
0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,7,7,0,0,0,0,23.71428571,0,"http://rosettacode.org//wiki/Loops/Foreach",0,0.388003900492536,0,0.610859616371272,0
0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,11.66666667,0,"http://rosettacode.org//wiki/Loops/Foreach",0.0121242878733286,0,0,0.986982121574082,0.000255427688753774
0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,14.8,0,"http://rosettacode.org//wiki/Loops/Foreach",0.0160341905784097,0,0,0.983311635971784,0
0,0,0,0,1,0,0,7,7,2,0,0,15,0,1,7,0,2,0,0,59,55,2,0,2,0,29.96610169,1,"http://rosettacode.org//wiki/Forest_fire",0.447684130333872,0.0550957651852883,0.000422965343560976,0.474408181846343,0.0199759543511099
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,19,0,"http://rosettacode.org//wiki/Formatted_numeric_output",0,0,0.000382713300811069,0.999028247650867,0
0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,15,14,0,0,1,0,28.26666667,0.5,"http://rosettacode.org//wiki/Four_bit_adder",0.104409950488841,0.0189936739748143,0,0.875566180969082,0
0,0,0,0,1,7,0,5,2,7,1,0,17,0,0,8,0,1,0,0,74,59,8,0,7,0,27.14864865,2,"http://rosettacode.org//wiki/Four_bit_adder",0.495676624497995,0.0607334715843612,0,0.440923250271037,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,42,0,"http://rosettacode.org//wiki/Four_bit_adder",0,0,0,0.999413599447251,0
0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,1,0,0,0,2,11,10,1,0,0,0,24.81818182,0,"http://rosettacode.org//wiki/Four_bit_adder",0.0361655617873835,0,0,0.963099806424244,0
0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,2,2,1,0,0,25,23,0,0,2,0,28.32,4.5,"http://rosettacode.org//wiki/Fractal_tree",0,0.98370064878089,0,0.0143034333583153,0
0,0,0,0,0,2,0,1,2,3,2,1,3,0,0,2,0,2,0,0,38,33,1,0,4,0,23.21052632,1,"http://rosettacode.org//wiki/Fractran",0.103435470693414,0.321254073167426,0,0.573817953013486,0
0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,15.6,2,"http://rosettacode.org//wiki/Function_composition",0,0.0943443687031175,0,0.904925912886856,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,30,0,"http://rosettacode.org//wiki/Function_composition",0,0,0,0.999412568692266,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,14.33333333,2,"http://rosettacode.org//wiki/Function_definition",0,0.087874956365458,0,0.911406685723566,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,16.66666667,0,"http://rosettacode.org//wiki/Function_definition",0,0.087874956365458,0,0.911406685723566,0
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,19.66666667,0,"http://rosettacode.org//wiki/Function_definition",0,0.087874956365458,0,0.911406685723566,0
0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,13.4,0,"http://rosettacode.org//wiki/Function_definition",0,0.0943443687031175,0,0.904925912886856,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8,7,1,0,0,0,13.125,0,"http://rosettacode.org//wiki/Function_definition",0,0.0814055440277968,0,0.917887458560277,0
0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,31,29,8,6,0,6,21.80645161,0,"http://rosettacode.org//wiki/Function_prototype",0.0381460818131281,0.000992456792104216,0.00519005352203487,0.953877759409229,0.001050353012425
0,0,0,0,0,2,0,0,2,0,1,0,6,0,0,1,0,0,0,2,9,9,0,0,0,0,23.77777778,0,"http://rosettacode.org//wiki/User:DanBron/Game_of_Nim",0.0826167942785882,0.087025104374724,0,0.829305480667735,0
0,0,0,0,0,2,0,0,0,19,1,0,2,6,0,1,0,1,0,2,8,8,0,0,0,0,20.625,1,"http://rosettacode.org//wiki/User:DanBron/Game_of_Nim",0.192463831752627,0.021863439721533,0,0.784284705905561,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,33,0,"http://rosettacode.org//wiki/User:DanBron/Game_of_Nim",0,0,0,0.999411981919485,0
0,0,0,0,0,0,0,0,3,0,1,0,6,0,0,4,0,1,0,0,16,16,0,0,0,0,34.5,1,"http://rosettacode.org//wiki/Gamma_function",0.0492664578452021,0.210653890558113,0.000833916417219826,0.735931471973526,0.00220739195258156
0,0,0,0,2,14,0,3,31,4,0,2,25,53,0,8,0,2,0,0,114,108,15,9,0,9,29.44736842,2.666666667,"http://rosettacode.org//wiki/Gaussian_elimination",0.996642691038532,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,9,9,0,0,0,0,29.33333333,2,"http://rosettacode.org//wiki/General_FizzBuzz",2.01471061521097e-05,0.125968256253437,0.00222602507331082,0.871000553348822,0
0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,26,24,2,0,0,0,26.15384615,2,"http://rosettacode.org//wiki/General_FizzBuzz",0.0121349805793202,0,0.00539219943730694,0.981832892313803,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,11,0,0,0,0,29,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0,0.00313104026985541,0.996278963226564,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,130,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0,0.00147746747861509,0.997932267713587,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,16,0,0,0,0,25.0625,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0,0,0.00313104026985541,0.996278963226564,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,4,0,0,0,0,59.25,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0.0040072591180351,0,0.00310009695076893,0.99228473254146,0
0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4,4,0,0,0,0,22.75,0,"http://rosettacode.org//wiki/Generate_lower_case_ASCII_alphabet",0.012392593912518,0,0.00148425968103213,0.985089807483342,0.000394979650414293
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,15.8,1,"http://rosettacode.org//wiki/Generic_swap",0,0.0749361316901366,0,0.924368231396987,0
0,0,0,0,0,0,2,0,2,0,2,0,2,4,0,1,0,0,0,0,9,9,0,0,0,0,25.33333333,2,"http://rosettacode.org//wiki/Generic_swap",0.0126683540330886,0.193914845891193,0.0434645085357978,0.749025869169459,0
0,0,0,0,1,0,0,2,6,0,1,5,18,2,2,3,0,5,0,16,75,67,2,0,6,0,23.01333333,0,"http://rosettacode.org//wiki/Geometric_algebra",0.454763488492779,0.42019881561869,0.0805385452642998,0.0170710150510986,0.0244584157746265
0,0,0,0,0,0,0,0,6,28,0,0,9,0,2,3,0,0,0,0,46,40,4,0,2,0,24.89130435,0,"http://rosettacode.org//wiki/Geometric_algebra",0.261619586863414,0,0,0.715815699314771,0.0210063636917109
0,0,0,0,0,1,0,0,2,0,1,0,4,0,0,0,0,0,0,0,13,13,0,0,0,0,22.15384615,1,"http://rosettacode.org//wiki/Sorting_algorithms/Gnome_sort",0.0309662227859256,0.100796407263726,0,0.867370783775387,0
0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,25.8,0,"http://rosettacode.org//wiki/User_input/Graphical",0.00928678622853885,0.0716754599371922,0,0.91830352815402,0
0,0,0,0,0,0,0,0,7,6,0,2,8,1,0,14,1,2,0,0,44,38,11,6,1,6,45.34090909,4,"http://rosettacode.org//wiki/Grayscale_image",0.0627979344103867,0.787634689499234,0.0207214251044949,0.123289932423934,0.00353352708495986
0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,24,2,"http://rosettacode.org//wiki/Greatest_common_divisor",0,0.087874956365458,0,0.911406685723566,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,15,14,2,1,0,1,19.93333333,1,"http://rosettacode.org//wiki/Greatest_common_divisor",0.0130522280562077,0.0485733037773653,0.00863517241066946,0.925943582965686,0.00308376847352399
0,0,0,0,0,0,0,0,2,0,0,0,20,3,0,1,0,1,0,0,81,69,6,0,6,0,24.80246914,0,"http://rosettacode.org//wiki/Greatest_element_of_a_list",0.110550334297184,0.0977249513043596,0.0343675533930522,0.752583691886671,0.00359339263737934
